x0,x1,x2,x3,x4,y
-0.024628,-1.937488,-0.260297,-0.436533,0.450762,1
-0.701767,-1.142591,1.172101,0.236646,0.715904,0
1.18512,1.70491,-0.783485,-0.419768,-2.48287,1
1.899324,0.212198,1.805578,-1.750927,-2.519025,0
-1.82603,0.292006,1.194523,-1.867802,0.807215,1
0.209215,0.995936,2.495871,-1.999164,-1.151882,1
0.727933,-0.813982,-0.108341,1.731012,0.445618,0
-0.158215,-0.5109,-0.479453,-0.374672,0.40553,1
-0.041755,1.35202,-0.39079,-0.549721,0.888096,0
0.063609,0.342872,0.794318,0.51399,1.7053,1
0.426333,0.179018,-1.000177,0.772835,-0.280419,1
-0.335442,-0.345389,-0.967087,-0.178098,0.83872,1
-0.493768,1.194995,-0.647318,0.811304,2.218876,0
-2.540976,0.525578,1.525748,0.031163,0.104004,0
-1.644424,0.854147,-1.72161,1.150849,-0.577751,1
0.14484,-1.356348,-0.455335,0.364323,-0.231867,1
-0.815756,0.859516,0.496653,0.647702,-2.258904,1
-0.302092,-1.804438,0.107726,0.648754,-0.137005,1
2.551924,-0.953757,-0.329269,0.035856,0.886095,1
-0.443328,-1.357288,-1.280093,0.938093,1.483883,1
-1.597286,1.093093,0.303416,-0.558647,0.200925,0
0.990168,-0.381363,0.342328,0.029687,1.606311,1
1.242925,0.328294,0.013067,-0.278529,0.263405,1
-0.425599,-1.335604,-0.434445,-0.361087,0.979448,1
-1.309803,0.659727,-1.014658,0.352464,1.374054,0
0.203273,0.157157,1.690996,0.20731,-1.087689,0
-0.469206,0.079708,0.733976,0.766564,0.905699,0
0.588544,1.376123,0.360404,1.413901,0.803429,1
-0.333175,-0.024078,-0.973967,-0.024019,0.515526,0
-0.164402,1.62253,-0.03952,0.260574,-0.602261,0
-2.502007,0.12792,0.51909,-0.302423,0.551648,1
-2.242977,-0.995171,1.353619,1.155228,1.789563,0
0.223122,-0.510085,-2.246814,-0.031313,0.202187,1
0.754384,-0.11521,0.248563,0.245393,0.539832,1
-0.90863,-1.920902,0.856631,1.529445,0.9223,0
0.813928,-1.292658,1.566977,-1.238891,-0.447613,0
2.492251,1.923395,-0.686461,-0.72895,0.231414,1
-0.749365,-0.835702,-0.441544,0.099259,-1.076081,1
-0.012659,-0.314377,0.32493,-0.692494,-1.844476,1
-2.207975,-0.44687,-0.741706,0.262195,0.002951,1
-0.793447,-0.708894,-2.118807,-0.169138,0.484859,1
0.529657,0.071664,0.010103,-0.290581,0.374797,1
0.213157,1.306422,-0.572698,-0.358877,-0.807982,1
-0.797186,0.688697,-0.289888,0.265362,0.361943,0
1.20535,-1.262967,-0.639379,0.452655,1.435337,1
0.103858,-0.849066,1.163516,-2.207113,0.81418,1
0.020421,2.162424,1.184718,0.336151,-0.611883,0
0.410302,0.028443,-0.155064,-2.257884,-0.748135,0
0.426898,1.300449,-1.431131,-0.062518,0.240264,0
-0.571089,-0.097933,0.299701,1.342307,-1.119683,0
1.927545,0.076939,-0.033829,-1.118403,-0.056836,1
-1.096134,0.573748,0.446673,0.877392,0.218341,0
-0.653224,-1.818314,-0.187504,-0.763742,-1.009778,1
-0.354878,-0.776864,-0.114275,-1.626259,-2.016968,1
0.127738,-0.119886,-0.047781,0.732378,-0.092524,0
-2.404439,-0.956701,1.82428,-0.350297,0.651135,0
-1.046889,-1.12464,-1.411522,-2.394859,-1.878474,1
0.364544,0.670534,-0.836718,-0.206374,-1.283329,0
0.330458,1.356397,1.941024,1.032445,0.143609,0
0.18417,0.829553,-0.397071,0.151755,0.187823,1
-0.500041,-1.326475,-0.534022,-1.544147,1.223763,1
0.53657,0.762205,-1.686355,0.286503,-0.23316,0
2.064174,-1.231122,0.530708,0.423079,0.201852,1
0.171238,0.538746,-1.311846,0.642007,-1.258831,0
0.367374,0.26648,0.031329,-0.67663,-0.441917,0
0.952465,-0.034311,0.814277,-0.204506,-0.935941,1
1.15361,-0.26549,0.825441,-1.115689,1.012588,1
0.19964,0.133052,-0.913228,-0.349205,-1.192443,1
0.282974,-0.33242,0.259576,-0.55333,0.671827,1
0.005484,0.092598,-0.012962,-1.161045,0.067021,1
0.467193,1.070733,-1.082722,1.547043,-0.159353,0
2.394738,0.340977,1.512683,-0.482565,0.005107,1
1.538549,0.856969,-0.573177,-1.662458,-0.650594,1
-0.67502,-1.658327,1.293028,1.794839,1.079397,1
0.212782,0.752057,0.959448,-0.685944,-1.506803,1
1.427413,-1.194552,0.299455,0.047022,-1.671657,1
-0.515898,0.724472,1.078557,1.594078,-0.863584,1
-1.401326,-1.597363,0.646437,-0.456202,-0.247709,0
0.553365,-0.487082,0.304053,0.790705,-0.558762,0
-1.843708,0.420091,0.626456,-0.562355,1.077402,1
-0.305193,0.571407,1.595679,-0.251208,2.054989,0
1.528974,-2.14529,1.909783,0.452481,-1.561559,0
0.472829,1.344823,0.532408,0.423089,-0.200701,1
0.169589,0.391814,-1.486997,-1.414701,-0.004325,1
0.855279,1.058163,-1.357727,0.926289,0.888085,0
-0.579346,-0.005913,-1.04566,0.214919,1.586083,0
0.233605,-1.534242,0.905464,-1.206849,-0.692915,0
-0.854275,-0.31425,-0.327465,-1.528178,0.845377,1
-0.520659,-0.551762,-0.977486,0.509091,-0.741093,0
-0.709808,0.575726,-0.270044,-0.980063,-1.432219,0
-2.705116,0.172919,1.216295,0.297229,0.927141,0
1.478181,-0.458306,-0.055617,-1.113558,-0.563518,1
-1.423819,-0.109277,0.578288,-1.067974,-2.055794,0
1.298338,-0.400188,-0.914676,0.040738,-0.509369,1
-0.21006,0.269153,-0.154006,0.998439,1.037789,0
0.086981,-0.29763,-0.882911,-0.067797,0.709726,1
1.13765,-0.450995,0.349018,1.764084,-0.53729,0
0.433436,0.303061,-1.795862,-0.747972,-0.840906,1
0.387343,2.547726,-0.861385,1.137824,0.770446,0
-1.671526,-0.346715,1.212073,1.33809,1.340886,0
0.46639,-0.636284,-0.544652,0.536848,-0.573446,0
0.28719,-0.143289,-0.799903,0.026801,0.847254,1
-1.282862,0.61857,-0.51208,-0.798725,1.769668,1
-0.850108,1.021943,-1.918444,0.116749,-0.537541,0
-0.116418,-0.129017,2.456013,0.177448,-0.422603,1
-0.629954,0.455299,0.570011,0.151749,-0.90974,1
1.459228,-1.003972,1.038696,1.832051,-1.354754,0
-1.097534,1.384483,-1.089148,0.351095,-0.562545,0
-1.615162,-0.316483,-1.917981,0.779161,-0.737387,0
-0.26581,0.746755,0.895069,1.047145,0.402876,1
-1.172588,0.063628,-1.932219,-0.490196,1.91532,0
0.079554,-1.366673,-0.566789,0.522375,-0.816699,1
0.383892,-0.096991,-0.926587,-1.078579,1.349718,1
0.244571,0.814015,-0.37376,1.187631,-0.137066,0
0.210075,-0.157601,-0.27823,-1.373219,-1.051068,1
1.688719,-1.205526,0.19456,0.088686,-0.682214,1
-1.122695,0.595443,0.385981,-0.737656,0.477168,0
-0.898016,-0.161508,1.177316,1.440078,-0.228127,0
-0.425058,0.762969,-0.404448,1.265852,-1.159614,1
-1.312344,-0.355739,-2.051727,-0.306399,-0.089855,0
0.648579,0.025322,1.206294,-0.649108,-0.963753,1
-1.477576,-1.057347,-0.894364,-1.079296,-1.104188,1
-0.290454,-0.627235,-0.551272,-0.959496,0.03678,0
-0.460865,1.679653,0.397423,1.252669,-0.750603,0
0.774266,-1.577696,-0.714473,-0.29385,-0.336189,1
0.991259,-1.29908,0.604584,0.306632,-0.135311,1
0.487719,0.1232,0.484322,-1.215844,0.948529,0
-0.532144,-1.016205,0.871872,2.598893,-1.072302,0
-0.395472,0.242629,-0.425095,-0.544529,0.102403,1
0.144282,-0.205932,-0.465897,0.42001,-0.090154,1
0.130548,0.137227,-0.14256,-0.731118,-0.06644,0
-0.640815,0.237773,-1.563285,0.995405,-1.275059,1
-1.085827,-1.136425,-2.250102,0.569,-0.065703,1
2.581038,0.171832,0.01233,-1.077321,-1.496554,0
-0.605264,1.499397,1.000469,1.716146,-0.349819,1
0.030124,-0.957721,-0.487704,-0.248122,-0.501522,1
-0.939792,1.089697,-0.713604,-0.757111,-1.323052,0
1.155576,0.279191,-1.263028,-0.093094,0.341236,1
-0.542545,-1.794241,-0.672634,1.187213,1.867657,1
-0.26643,-0.380765,0.987024,0.741818,-0.628559,0
-1.707584,-1.270086,0.288426,-0.763566,0.781273,0
0.008272,-1.573986,-0.95292,0.223479,-0.191027,1
0.760255,-1.860084,-0.719722,-0.349276,1.077097,1
-1.459566,0.790738,-0.476068,1.093058,0.647022,0
0.510397,1.58542,0.664055,-0.303745,-1.177911,1
-0.936394,0.20659,0.738478,0.012615,-1.771174,0
1.544348,0.949062,0.101084,-0.72109,-1.870769,1
-1.022203,-1.127163,-0.155787,-0.548221,-0.344676,1
0.655548,1.40901,-0.839315,0.978649,-0.987309,1
0.693973,3.289234,0.946529,-0.33291,0.336949,1
0.135492,-0.566758,-0.753475,-0.527519,-0.202364,0
-0.024863,2.001615,-0.120823,-1.289393,0.111139,1
0.192161,-1.03593,1.611937,-0.563234,1.0783,0
-2.335897,0.651021,0.1579,0.176228,0.37904,1
-1.892524,-0.713498,-2.342573,0.628517,0.307446,0
-0.195329,-0.404001,0.303742,0.746048,-0.195071,0
-1.587955,-1.935126,-0.483007,-0.874956,-0.559163,0
0.18814,0.707097,-0.036839,0.746266,0.184784,0
1.775466,-1.243581,0.161732,-0.264976,0.35628,1
-1.531703,0.337352,-0.030978,1.029578,1.323843,0
-0.373575,-0.755212,-1.413713,-0.915536,0.697701,1
0.544147,0.814567,0.805847,0.361359,0.643613,0
-0.069971,-0.143153,-0.134714,-0.644931,2.233578,1
0.514206,1.837463,-0.809206,0.419942,-0.353189,0
1.884911,1.315689,0.770635,-1.177216,-0.870678,1
0.268851,-1.39268,0.197866,0.441695,0.553232,1
-0.286892,-1.236835,1.242671,1.596048,-0.105948,1
1.024739,-0.252964,1.896239,-0.30692,0.522647,1
-0.896257,1.966287,2.089782,1.823068,1.989242,1
0.742444,0.275301,1.105576,-0.174279,0.752251,1
-2.019876,2.312103,2.276382,-0.027382,0.67614,1
0.475611,1.506305,0.568995,-0.749024,2.67032,0
0.320202,-0.855131,0.039507,0.047843,0.60421,0
-1.063251,-2.024683,0.872395,0.257821,1.275817,1
0.729194,1.552903,-0.158075,-0.642725,0.375777,1
0.204336,-0.799742,0.022717,0.37555,1.32465,0
0.499058,-1.224728,0.108862,0.352214,-0.111009,1
-1.018131,1.715056,0.621988,-0.980003,1.651893,1
-0.176271,0.007739,0.961608,-0.608426,0.545879,0
-0.566759,0.469319,-0.833444,0.498168,0.82438,0
1.210766,0.035305,-1.134843,0.402398,1.149093,1
1.089606,0.583836,-0.658287,-0.236653,-0.95108,1
1.882437,0.761887,1.120233,-0.332706,-1.225423,1
-0.102752,2.594887,0.33921,0.104398,0.625979,0
-0.005306,1.843418,0.442421,0.084608,-0.207646,0
-0.625236,-1.063403,-0.766482,-1.541343,-0.223431,0
1.084375,-1.161654,0.491952,0.143497,-1.177738,1
0.047445,0.734611,0.707759,0.872884,1.014953,1
0.784959,1.041652,-0.01288,-0.59905,1.082663,1
-2.091796,-1.679659,0.916759,-0.990598,-0.160824,0
0.15298,-0.896234,0.05459,0.901779,-2.591758,0
1.110321,1.568093,-0.957262,0.191001,-0.271293,0
2.252412,-0.610702,0.004709,1.047288,-0.639927,1
-0.704958,0.966029,0.449136,-0.20508,-0.006154,1
1.700012,-0.327659,1.306568,-0.546643,0.755786,1
-1.934828,1.399224,0.306987,-0.149034,1.498974,0
-2.19286,-0.596264,-0.549561,-0.524306,-1.057744,0
-0.135684,-0.199421,0.830123,-0.304056,-0.405072,0
1.155483,-0.327175,-0.129373,1.113349,-0.55407,0
-0.119585,0.565494,0.612668,-0.686603,0.456941,1
1.070555,0.659254,0.733429,-1.159766,-1.31105,1
-0.618737,-0.274008,-1.077296,-1.315291,-0.409434,1
-0.276395,0.69168,0.212898,1.179575,-0.98562,1
0.889271,-1.196206,1.590013,0.091749,1.272159,0
-0.642588,2.890124,-0.485058,1.65005,0.202064,0
0.312152,-0.332696,0.131757,-0.820423,0.697263,1
0.552529,0.452689,1.584936,-0.41433,0.511863,1
0.748335,-0.625708,-1.23461,1.090569,-1.501187,1
-0.116299,-1.644994,0.069128,-1.13351,0.341991,1
-1.532589,1.410019,1.450874,1.70293,0.046275,0
-2.564885,0.034116,-0.935784,-0.454498,0.42659,0
-1.985296,-0.797804,0.753327,-1.54674,0.41894,0
-0.98447,0.807318,-0.659457,0.585076,0.449357,0
-1.893817,-0.59907,0.219808,-0.186394,0.527772,0
-0.373898,-0.21042,0.775719,-0.425429,1.056689,0
-1.589219,0.298565,1.011271,0.124084,-0.078121,1
-1.076617,-0.465369,1.511787,-0.827259,-3.471772,0
-0.856596,-1.511527,-0.164621,-0.723214,0.601996,0
-1.442477,1.95664,-0.544034,-1.092682,0.787275,0
0.564213,-1.210646,-0.491147,1.881505,-1.770523,1
-1.302065,0.513979,0.916785,-0.02233,-1.806787,1
-0.346297,-1.14903,2.520384,0.551177,-1.064668,1
1.206241,-0.941606,1.305292,-2.74898,0.797541,0
-0.675606,-0.297193,1.159717,-0.645278,-0.019822,1
-0.93004,-0.991618,-1.923815,2.53947,-0.192359,0
-0.222414,0.200534,-0.832159,-0.032237,-0.082476,0
0.726955,-1.111883,-0.325684,-0.576073,-1.269338,1
0.017058,-0.743622,-0.981538,1.307006,-0.023738,1
0.421913,0.40376,0.028319,-0.474071,0.494492,1
0.359762,0.611182,-1.234966,0.124693,-0.33572,1
0.113863,-0.875601,-0.201247,-0.91265,0.381916,0
0.688691,1.087435,-0.750512,-0.636403,0.888863,1
1.980508,0.708516,-2.199375,-1.257472,-1.29257,1
0.515139,2.223634,0.630581,0.531708,-0.688009,1
0.342303,-0.778917,-2.028743,-1.524271,-2.444439,1
0.068336,-1.225481,1.016463,0.153729,0.846201,0
-1.765655,0.173738,0.025626,0.616746,-0.404605,0
0.499243,-0.324818,1.242352,0.927227,0.816284,0
-0.301946,0.210244,1.336139,1.307718,-0.445346,1
0.60297,-0.154135,0.71951,1.44206,0.321538,0
0.872069,1.298834,0.662258,0.435805,0.266218,1
-0.450098,0.933179,-1.54857,0.503794,0.78534,0
-1.80427,1.761839,0.639613,2.370713,-0.717763,0
-0.021788,1.065035,1.147725,-0.144849,2.139287,1
-0.507785,0.554568,-0.537592,-0.434609,0.355967,0
-0.367836,-0.765801,-0.20998,0.134256,-0.976549,0
-0.78595,-0.355947,-0.326727,0.270518,0.863444,0
1.74989,-0.250341,-0.409956,-0.876266,-0.35968,1
-0.107382,0.353322,-0.269104,0.664115,1.115021,0
1.131004,-1.797918,1.248835,0.323858,-2.045021,0
0.542741,0.59397,1.482841,0.278756,-0.480675,1
-0.796818,-0.838295,-1.303919,0.019214,1.93663,1
-0.436847,-0.458379,1.654326,1.46277,-0.157958,1
-1.571216,0.575885,0.147857,0.272294,0.804993,0
0.836921,0.210596,-0.406285,-0.48066,0.692619,1
-1.09954,-0.031609,1.067998,-0.371592,-0.848841,1
0.874363,-1.493967,-0.067069,0.288655,0.832308,0
-1.084954,0.016906,0.485234,0.176821,-0.663725,0
-0.001267,-0.424438,-0.34074,-0.940449,-0.028774,1
-1.878388,2.042868,1.295248,-2.0492,1.060787,1
-0.134598,-1.877677,-0.761194,-0.791451,1.458787,1
0.517966,-2.28834,-0.171145,1.17791,1.217721,0
-0.529682,-1.731036,-0.088394,1.254305,1.398399,0
-0.272096,0.000681,0.349912,-0.645621,0.802495,1
-0.201232,0.503142,-0.397862,-1.435639,0.056629,1
0.741739,-2.205283,0.793465,-0.502063,0.677857,0
0.808666,1.001465,-0.921493,1.590566,-1.613589,1
-0.504854,-0.676636,-1.169689,-1.654303,0.411717,1
0.621765,0.544547,-0.435045,0.522656,0.754421,0
0.300518,-0.326286,-1.040201,0.671746,0.577299,1
-0.395392,0.460152,0.132705,0.064308,1.664143,1
-0.082378,-0.574196,-2.741557,-0.442099,-0.186888,1
-0.594222,0.260517,-0.124426,-0.03452,1.258393,0
-0.69638,1.335463,-0.575429,-0.006667,0.751433,1
1.699769,0.298512,0.447341,-0.709039,0.560189,1
1.311094,0.54413,-0.269948,0.406504,-1.839377,1
-0.295959,0.566058,0.400442,-0.781939,-0.857865,1
0.930661,0.36204,-0.645111,1.250399,0.331562,1
0.663468,-1.416074,1.993268,-1.351042,-1.175878,1
0.041541,-0.404285,1.255737,1.336376,0.737226,1
-2.479093,0.924538,0.241403,0.152479,-0.604285,0
0.24144,1.916857,0.033755,1.08063,-1.38723,0
-0.305383,1.440119,-1.041355,-0.095942,-0.568241,0
0.912183,0.995814,-1.922278,0.428686,0.719336,0
-0.852688,-0.35869,0.141778,0.397055,-0.49621,0
0.993936,1.682235,-1.086856,2.522471,-0.409776,0
0.131865,-0.32616,-0.611168,-1.226919,-0.379006,1
1.244804,-1.433248,0.174366,-0.279678,0.873595,1
0.637112,0.112604,-0.471831,-0.981538,1.264189,1
0.749856,-0.906995,-0.504341,-1.267133,-0.241541,1
0.475251,0.415045,0.971134,-0.80346,1.515714,1
1.290788,1.017614,0.69124,-0.011233,1.159194,1
0.191411,1.289935,0.909865,0.782232,-0.347419,1
-0.215779,0.963438,0.47931,0.827258,-0.956641,0
0.021387,-0.492955,1.596429,-0.093819,1.508841,0
1.126851,1.204923,2.233289,-1.593477,-0.666305,0
0.056349,-0.339675,0.079339,0.961894,1.337152,0
0.127849,-0.483829,1.491304,-1.872607,0.939729,1
0.893214,-0.926081,1.757243,-1.002242,0.815026,0
1.439488,0.129105,-1.505142,0.234123,-0.455027,1
-0.194623,-2.424106,-0.052609,-0.29358,-0.364153,1
-0.278074,0.16012,-0.462724,1.337796,-0.677866,0
0.380468,1.019412,0.694207,-1.122331,0.155594,0
0.13472,0.200466,-0.607954,-0.780082,-0.27668,1
-0.408841,0.379978,0.881503,-0.877047,-0.674079,1
-1.687636,0.912104,0.079289,0.688225,0.959038,0
0.083765,-0.255321,0.762268,1.682178,-0.427911,0
-0.90217,1.052394,1.619435,-1.592819,1.261105,1
0.79407,0.410167,0.445062,2.071294,-0.253055,1
-0.158866,-0.721224,0.860905,-0.876952,-0.461099,0
1.314749,0.04949,-0.102291,0.176033,-2.83689,0
0.739654,0.90773,1.182905,-0.113426,0.791026,1
-0.098275,1.293621,-2.469115,-0.441304,0.263147,0
-0.012936,0.265861,-2.011655,0.215359,-1.399629,0
-0.529771,0.617053,0.570441,-1.949051,1.401358,1
-0.568698,0.137244,-1.634538,-1.41794,-0.079437,0
-0.969172,-0.319894,0.842344,0.33626,-1.325505,0
2.67584,-0.501946,0.553127,0.088307,0.922723,0
2.02165,0.091933,-1.039262,0.315243,-0.770769,0
-0.355194,0.774619,0.342893,-0.578729,1.503035,1
0.84278,-0.349528,1.164443,-0.628541,0.54988,1
0.302443,0.936845,-0.073955,0.161736,-1.044996,1
1.048485,0.47537,0.647362,-0.475917,-0.010231,0
0.215824,-0.176693,1.551207,0.199765,0.990113,0
-1.594584,-1.203561,-0.395426,-0.530772,-0.259636,0
-2.556141,1.599516,0.870311,0.648059,-0.64387,1
0.469986,1.148437,1.013423,-1.007808,0.611217,1
-0.321718,-0.006142,-1.4469,-1.248471,0.84482,1
0.967659,0.365287,1.346232,0.395378,-0.591445,1
1.007002,-0.04918,1.114677,2.269463,0.194403,0
0.338509,-0.026588,-1.210708,-1.053504,-0.211362,0
0.389283,1.066186,1.333529,1.549461,0.981516,1
-1.293483,-0.320534,-1.377096,-0.495734,-0.719941,0
-0.533991,-0.077542,1.574678,0.144476,-1.723738,0
0.389696,-2.725143,-0.772861,0.234254,-2.353246,0
-0.347331,1.134664,0.064521,-0.966398,-1.428974,1
